ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW
AL021950,              BAKER,19500821,1800,  , HU,17.0N,61.0W,75,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500822,1800,  , TS,16.8N,62.9W,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500827,1800,  , TS,22.4N,85.3W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500828,1200,  , TS,23.0N,87.2W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500828,1800,  , TS,23.2N,87.5W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500831,0,  , HU,29.4N,88.2W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021950,              BAKER,19500831,300, L, HU,30.2N,88.0W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031950,            CHARLIE,19500829,1200,  , HU,29.5N,57.5W,85,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031950,            CHARLIE,19500902,1800,  , HU,34.3N,61.4W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500831,1200,  , HU,16.2N,59.2W,110,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500902,1200,  , HU,19.5N,64.3W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500907,1800,  , HU,30.4N,67.4W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500909,1800,  , HU,30.5N,69.3W,65,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500910,1200,  , HU,31.0N,71.0W,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500910,1800,  , HU,32.0N,71.5W,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500911,0,  , HU,33.3N,72.1W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500911,600,  , HU,34.9N,72.2W,80,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500911,1200,  , HU,36.4N,71.9W,85,974,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500911,1800,  , HU,37.9N,71.4W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041950,                DOG,19500912,1200,  , EX,40.4N,66.9W,70,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500902,1200,  , TS,20.7N,83.3W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500902,1800,  , TS,20.9N,83.2W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500903,1200,  , HU,23.8N,82.3W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500903,1800,  , HU,24.9N,82.6W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500904,1200,  , HU,27.7N,83.5W,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500904,1800,  , HU,28.0N,83.8W,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500905,1700, L, HU,29.1N,82.8W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051950,               EASY,19500905,1800,  , HU,29.1N,82.8W,105,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061950,                FOX,19500910,1800,  , TS,17.9N,48.8W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061950,                FOX,19500911,1800,  , HU,19.6N,51.2W,75,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061950,                FOX,19500912,1800,  , HU,22.3N,54.2W,85,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061950,                FOX,19500915,1200,  , HU,28.2N,59.7W,120,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071950,             GEORGE,19501001,1800,  , HU,29.8N,64.5W,70,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071950,             GEORGE,19501003,1200,  , HU,31.9N,67.5W,90,969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071950,             GEORGE,19501004,1200,  , HU,37.3N,65.7W,95,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091950,               ITEM,19501009,0,  , TS,22.4N,92.2W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091950,               ITEM,19501010,0,  , HU,20.5N,94.3W,75,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091950,               ITEM,19501010,1800,  , HU,19.4N,95.4W,90,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501015,1800,  , TS,17.7N,80.0W,55,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501016,1200,  , HU,19.3N,78.7W,75,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501017,1200,  , HU,23.2N,79.0W,70,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501018,500, L, HU,25.7N,80.2W,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501018,600,  , HU,25.9N,80.3W,115,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501018,1200,  , HU,27.1N,81.0W,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501018,1800,  , HU,28.6N,81.5W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501019,0,  , HU,30.0N,82.4W,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501019,600,  , TS,31.1N,83.5W,45,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501019,1200,  , TS,31.7N,84.5W,35,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501019,1800,  , TD,32.1N,85.3W,25,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501020,0,  , TD,32.5N,86.0W,20,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111950,               KING,19501020,600,  , TD,32.9N,86.5W,20,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131950,               LOVE,19501019,1200,  , TS,26.0N,91.6W,60,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131950,               LOVE,19501019,1800,  , HU,25.6N,91.0W,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131950,               LOVE,19501020,0,  , HU,25.4N,89.6W,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131950,               LOVE,19501020,1800,  , HU,26.4N,86.5W,70,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510517,1800,  , HU,27.5N,78.9W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510518,1200, L, HU,27.0N,77.9W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510518,1800,  , HU,27.2N,77.5W,70,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510519,1200,  , HU,28.1N,76.6W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510520,0,  , HU,29.5N,76.0W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510520,1800,  , HU,32.4N,75.2W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510521,1200,  , HU,35.6N,74.2W,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510521,1800,  , HU,36.1N,73.8W,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510522,1200,  , HU,36.6N,71.1W,80,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510523,1200,  , HU,37.3N,65.0W,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021951,               ABLE,19510524,1800,  , TS,40.5N,58.7W,35,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031951,              BAKER,19510804,1200,  , TS,31.9N,60.8W,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031951,              BAKER,19510805,1800,  , TS,40.6N,56.1W,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510815,1200,  , TS,14.4N,58.9W,55,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510816,1200,  , HU,15.9N,66.7W,65,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510817,1200,  , HU,16.6N,73.1W,85,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510817,1800,  , HU,17.1N,74.6W,95,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510819,0,  , HU,18.9N,82.2W,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510819,1200,  , HU,19.4N,84.5W,85,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510821,0,  , HU,21.6N,91.6W,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510821,1800,  , HU,21.6N,94.3W,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510822,0,  , HU,21.7N,94.9W,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510822,1200,  , HU,22.1N,96.6W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510822,1800,  , HU,22.2N,97.5W,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041951,            CHARLIE,19510822,1900, L, HU,22.3N,97.8W,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051951,                DOG,19510903,0,  , HU,14.3N,64.3W,70,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051951,                DOG,19510903,1800,  , HU,14.8N,69.4W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051951,                DOG,19510904,1200,  , TS,15.1N,74.2W,45,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061951,               EASY,19510906,1200,  , HU,22.3N,60.6W,90,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061951,               EASY,19510906,1800,  , HU,22.6N,61.9W,100,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061951,               EASY,19510907,1800,  , HU,25.4N,66.9W,125,937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081951,             GEORGE,19510920,1800,  , TS,20.8N,95.2W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511001,1200,  , TS,26.1N,86.8W,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511003,1200,  , HU,31.4N,76.5W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511003,1800,  , HU,32.1N,76.1W,80,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511004,1800,  , HU,34.9N,74.0W,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511005,1200,  , HU,36.9N,71.6W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091951,                HOW,19511006,1800,  , EX,40.3N,61.2W,75,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101951,               ITEM,19511014,1800,  , TS,20.5N,81.8W,55,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101951,               ITEM,19511015,1800,  , TS,21.1N,81.9W,55,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101951,               ITEM,19511016,1200,  , TD,21.7N,82.0W,25,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111951,                JIG,19511016,0,  , HU,31.1N,74.4W,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111951,                JIG,19511016,1200,  , TS,31.7N,73.3W,60,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111951,                JIG,19511017,0,  , TS,32.4N,71.9W,55,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520827,1200,  , TS,21.9N,64.6W,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520827,1800,  , TS,22.2N,65.6W,60,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520828,1200,  , TS,24.2N,69.3W,55,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520828,1800,  , TS,25.1N,70.6W,50,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520829,1200,  , TS,27.4N,74.9W,60,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520830,1200,  , HU,29.8N,79.5W,70,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021952,               ABLE,19520830,1800,  , HU,30.7N,79.9W,80,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031952,            UNNAMED,19520828,0,  , TS,33.3N,78.2W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031952,            UNNAMED,19520828,200, L, TS,33.7N,78.7W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520901,600,  , TS,18.2N,58.7W,60,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520902,1200,  , HU,22.8N,63.0W,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520902,1800,  , HU,23.7N,64.2W,65,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520903,1200,  , HU,25.9N,67.1W,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520903,1800,  , HU,26.5N,68.0W,65,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520904,1800,  , HU,30.7N,70.7W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520905,1800,  , HU,33.1N,71.0W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520906,1200,  , HU,34.3N,69.7W,75,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520906,1800,  , HU,35.1N,69.0W,80,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041952,              BAKER,19520907,1800,  , HU,40.4N,60.1W,95,969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061952,            CHARLIE,19520925,1800,  , HU,26.5N,74.6W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061952,            CHARLIE,19520926,0,  , HU,27.2N,74.9W,75,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061952,            CHARLIE,19520926,1200,  , HU,29.0N,74.3W,95,969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061952,            CHARLIE,19520927,1200,  , HU,33.8N,68.6W,100,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520926,1800,  , TS,16.6N,54.0W,60,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520927,1200,  , TS,18.0N,55.5W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520927,1800,  , TS,18.7N,55.9W,45,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520928,1200,  , TS,20.4N,57.0W,40,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520929,1800,  , TD,21.5N,58.9W,30,1009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071952,                DOG,19520930,1200,  , TD,22.1N,59.6W,25,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091952,               EASY,19521007,1800,  , TS,16.7N,50.6W,50,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091952,               EASY,19521008,1800,  , HU,18.0N,50.4W,90,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091952,               EASY,19521009,1800,  , TS,17.7N,49.4W,40,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521021,1800,  , TS,16.6N,81.8W,45,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521022,1800,  , TS,17.3N,82.0W,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521023,1200,  , HU,18.3N,82.0W,110,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521024,1200,  , HU,21.0N,81.3W,120,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521024,1800, L, HU,22.0N,80.9W,125,934,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521025,1800,  , TS,24.4N,78.4W,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521025,1900, L, TS,24.4N,78.3W,60,991,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101952,                FOX,19521027,0,  , TS,24.4N,74.5W,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111952,            UNNAMED,19521126,600,  , TS,27.4N,54.8W,45,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530530,1800,  , TS,20.5N,84.0W,40,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530531,1800,  , TS,22.2N,84.5W,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530601,1800,  , TS,24.2N,85.4W,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530602,0,  , TS,24.0N,85.2W,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530602,1800,  , TS,23.1N,84.3W,40,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011953,              ALICE,19530606,0,  , TS,28.7N,85.8W,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,            BARBARA,19530812,1200,  , TS,29.1N,75.6W,60,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,            BARBARA,19530813,0,  , HU,30.5N,76.1W,65,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,            BARBARA,19530813,1200,  , HU,32.3N,76.5W,65,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,            BARBARA,19530813,1800,  , HU,33.4N,76.4W,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031953,            BARBARA,19530814,1800,  , HU,37.6N,74.9W,80,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,              CAROL,19530902,1200,  , HU,15.7N,52.7W,120,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,              CAROL,19530903,1800,  , HU,20.0N,60.1W,140,929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,              CAROL,19530904,1800,  , HU,24.9N,64.0W,115,942,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,              CAROL,19530905,1200,  , HU,28.8N,66.5W,110,945,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041953,              CAROL,19530906,1800,  , HU,35.0N,70.0W,85,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051953,            UNNAMED,19530829,1800,  , TD,26.3N,80.9W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051953,            UNNAMED,19530831,1800,  , TS,30.0N,79.3W,35,1008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530909,1200,  , TS,20.7N,69.4W,50,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530910,600,  , TS,23.0N,70.1W,60,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530910,1200,  , HU,23.9N,70.5W,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530910,1800,  , HU,24.9N,70.8W,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530912,500, L, TS,32.3N,64.8W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530912,600,  , TS,32.7N,64.4W,55,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061953,              DOLLY,19530912,1200,  , TS,34.7N,61.8W,55,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530915,1200,  , HU,20.9N,66.8W,65,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530915,1800,  , HU,21.9N,68.0W,75,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530916,1200,  , HU,24.6N,70.8W,80,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530916,1800,  , HU,25.8N,71.1W,90,969,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530917,1200,  , HU,29.3N,69.1W,95,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071953,               EDNA,19530917,1800,  , HU,30.7N,67.6W,100,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081953,            UNNAMED,19530917,0,  , TS,26.4N,85.0W,45,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091953,           FLORENCE,19530924,1800,  , TS,21.3N,85.4W,55,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091953,           FLORENCE,19530925,1200,  , HU,24.6N,87.6W,90,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101953,               GAIL,19531003,1200,  , HU,14.8N,42.8W,70,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101953,               GAIL,19531011,1800,  , TS,31.6N,59.8W,50,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121953,              HAZEL,19531008,1800,  , TS,23.2N,85.7W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121953,              HAZEL,19531010,1800,  , EX,32.6N,71.4W,60,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL131953,            UNNAMED,19531124,1800,  , TS,28.9N,55.1W,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011954,            UNNAMED,19540528,1800,  , TS,31.3N,79.3W,35,1005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051954,            BARBARA,19540729,1000, L, TS,29.7N,92.8W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051954,            BARBARA,19540729,1200,  , TS,29.9N,93.0W,50,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051954,            BARBARA,19540729,1800,  , TS,30.4N,93.7W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540826,1800,  , TS,28.5N,76.3W,45,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540827,600,  , TS,29.3N,76.3W,50,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540827,1200,  , TS,29.6N,76.4W,60,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540827,1800,  , HU,29.8N,76.5W,70,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540828,0,  , HU,30.0N,76.7W,80,981,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061954,              CAROL,19540828,1200,  , HU,30.3N,77.2W,85,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
